Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018]
Central Europe and the Baltics,CEB,Rural population (% of total population),SP.RUR.TOTL.ZS,37.8155318446827,37.7514462386353,37.6656972295088
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.1844681553173,62.2485537613647,62.3343027704912
Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,93.2031184570817,92.9717949202581,92.7833625000107
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10280.1645770124,11422.2236435911,12819.6548068239
"Central Europe and the Baltics,CEB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,3.62073772552522,3.70817021436633,3.65779888908114"
"Chad,TCD,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,1378342272.67009,1459298883.72096,1614225781.50277"
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,77.323,77.142,76.941
Chad,TCD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.677,22.858,23.059
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,11.5642201397713,11.9256456480305,12.2917336404066
Chad,TCD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,554.328471301947,493.455088644329,521.425478736266
"Chad,TCD,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Chile,CHL,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,72340999714.3749,82224669994.142,89363734330.4277"
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,12.578,12.51,12.436
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.422,87.49,87.564
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,24.4899577081939,24.8414839222839,25.1894460666519
Chile,CHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10821.0297000482,11404.2251942853,11874.8956502246
"Chile,CHL,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,3.97848230250859,4.07912559365884,3.62835496442146"
"China,CHN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,4463055158401.69,4923103213588.21,5532092941143.17"
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,43.264,42.04,40.848
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.736,57.96,59.152
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,146.850677605209,147.674050750889,148.348833270666
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6085.84126366135,6557.28392002302,7547.92476964329
"China,CHN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,12.8778644130109,11.656592392071,10.8844351156334"
"Colombia,COL,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,78311876046.0659,83603059423.3632,88298717450.4619"
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,19.892,19.554,19.222
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.108,80.446,80.778
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,43.4172077512393,44.0748679585399,44.7487021180712
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4750.02120627438,5043.39398382146,5024.7824887751
"Colombia,COL,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,8.84678147547132,9.05877639324426,8.92578599998057"
"Comoros,COM,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,99742240.9210975,98206270.734032,104374306.002758"
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,71.381,71.216,71.035
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.619,28.784,28.965
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,427.507777488981,437.341200057394,447.244477540227
Comoros,COM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1145.81435483963,1190.87648090744,1286.81478232762
"Comoros,COM,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,14.1792524561742,13.7569470634362,12.8369347477558"
"Costa Rica,CRI,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,10939955883.3086,11049251985.7251,11706731337.6287"
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,22.265,21.44,20.66
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.735,78.56,79.34
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,95.9527027027027,96.9438699569134,97.9130630630631
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10402.4724333618,10495.4096651622,10698.0677572512
"Costa Rica,CRI,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.87625523339127,6.16950364474363,5.87926433642621"
"Cote d'Ivoire,CIV,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,8903952761.53011,9394522814.67652,10856865895.0018"
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,50.119,49.674,49.221
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.881,50.326,50.779
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,74.9141949685535,76.8473867924528,78.8340534591195
Cote d'Ivoire,CIV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1380.50367267914,..,..
"Cote d'Ivoire,CIV,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.58036778178687,4.7514888822795,.."
"Croatia,HRV,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,10968630620.0411,11531371720.1606,12410702341.1371"
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,43.597,43.333,43.053
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.403,56.667,56.947
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,74.5952287348106,73.7049857040743,73.0493745532523
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10175.88963475,11285.483008602,12585.6709379032
"Croatia,HRV,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,3.97252420488204,5.10321785406805,5.54541718833406"
"Cuba,CUB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,20963000000,23589000000,25123000000"
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,23.07,23.023,22.963
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.93,76.977,77.037
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,108.970476831379,109.010373005191,108.999596231494
Cuba,CUB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6927.0301104264,..,..
"Cuba,CUB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Curacao,CUW,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,568345586.592179,568441117.318436,524497119.510099"
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,10.728,10.797,10.855
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.272,89.203,89.145
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,359.603603603604,360.754504504505,..
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Curacao,CUW,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,18.5275560274049,18.7041131534481,18.9290316969616"
"Cyprus,CYP,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,2277778392.73854,2562860370.53773,3040568020.78413"
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,33.119,33.164,33.19
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.881,66.836,66.81
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,126.643614718615,127.670995670996,128.708333333333
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,20331.4779028003,22234.6946920139,26327.562243961
"Cyprus,CYP,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,10.818844696467,8.19078087003522,8.61809977457805"
"Czech Republic,CZE,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,65482751918.8212,71719417074.249,78935691577.28"
Czech Republic,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,26.43,26.325,26.208
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.57,73.675,73.792
Czech Republic,CZE,Population density (people per sq. km of land area),EN.POP.DNST,136.834136234136,137.198109298109,137.657705257705
Czech Republic,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,13395.4281902373,14970.5676228091,17146.3778795886
"Czech Republic,CZE,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,3.5360210364093,3.52845431357044,3.44022042992777"
"Denmark,DNK,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,64716731650.3536,67419950256.3989,75243744088.4396"
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,12.358,12.243,12.126
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.642,87.757,87.874
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,136.41366992141,137.294117647059,137.976565849012
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,46682.0590074516,48874.208894034,51866.5413269672
"Denmark,DNK,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.26793133552139,6.16637608642375,5.9414777290166"
"Djibouti,DJI,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,293415811.951384,326563005.851902,366447107.247355"
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,22.472,22.352,22.223
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.528,77.648,77.777
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,40.0824849007765,40.7289473684211,41.3684210526316
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2567.20651159839,2627.30893325727,2732.82786040726
"Djibouti,DJI,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,1.23268629198474,0.921960092516366,0.532350254679877"
"Dominica,DMA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,69100000,57748148.1481481,87074074.0740741"
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,30.12,29.819,29.517
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.88,70.181,70.483
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.076,95.2773333333333,95.5
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5621.75309595707,6015.47612298832,4953.37649618545
"Dominica,DMA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,10.0205064272583,9.31476617367494,6.95363495546831"
"Dominican Republic,DOM,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,20877893956.58,22454470730.5439,24649607166.1797"
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,20.564,19.723,18.926
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.436,80.277,81.074
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,215.22962119644,217.618112192093,219.97857586421
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6560.17358457169,6803.62294649784,7197.23502708958
"Dominican Republic,DOM,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.24687743762098,4.46740458051546,4.05381363470776"
"Early-demographic dividend,EAR,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,3162848680596.69,3465360032584.5,3639700551828.57"
Early-demographic dividend,EAR,Rural population (% of total population),SP.RUR.TOTL.ZS,55.6722321834326,55.2729646827845,54.8687578549482
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.3277678165674,44.7270353172155,45.1312421450518
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,95.6012442974214,96.8712264454453,98.1383334360135
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2836.85864909121,3011.70968977359,3005.41747081631
"Early-demographic dividend,EAR,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.548586683897,5.39075980611141,5.17896676296567"
"East Asia & Pacific,EAS,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,7852079008348.55,8497530120203.4,9396789709998.77"
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,42.6788351346645,41.8044864750229,40.9481242542379
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.3211648653355,58.1955135249771,59.0518757457621
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,94.2128067210211,94.8527104795683,95.428211475338
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7669.22542365783,8074.07889497846,8815.70198793706
"East Asia & Pacific,EAS,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,8.07874534427312,7.56416178888029,7.23543642998394"
"East Asia & Pacific (excluding high income),EAP,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5314775506266.16,5846164012333.15,6520819801356.83"
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,46.3184002578049,45.3304651215446,44.3664117617363
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.6815997421951,54.6695348784554,55.6335882382637
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,129.017302981745,129.962337637855,130.810431457567
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5026.69881337706,5392.18797660092,6090.15705657387
"East Asia & Pacific (excluding high income),EAP,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,10.619741701181,9.68741610943968,9.12933456073897"
"East Asia & Pacific (IDA & IBRD countries),TEA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5296511895551.93,5826066351965.34,6498399764422.19"
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,46.4163184131956,45.4183850946321,44.4449079814641
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.5836815868044,54.5816149053679,55.5550920185359
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,128.393981707491,129.338478726806,130.185452991291
East Asia & Pacific (IDA & IBRD countries),TEA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5079.89168668785,5449.07877039611,6154.27230742086
"East Asia & Pacific (IDA & IBRD countries),TEA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,10.6197852615072,9.68751669298188,9.12933456073897"
"Ecuador,ECU,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,32003058000,33920756000,35413161000"
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,36.466,36.33,36.179
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.534,63.67,63.821
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,66.400044290546,67.5848002899018,68.7886817522951
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4741.8094085268,4774.24389305024,4661.09640288187
"Ecuador,ECU,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.30476150595897,4.71924382227106,3.96513020249408"
"Egypt,EGY,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,108054914537.791,79438878639.0645,88023984666.0975"
Egypt,EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,57.268,57.295,57.296
Egypt,EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.732,42.705,42.704
Egypt,EGY,Population density (people per sq. km of land area),EN.POP.DNST,94.8787704053443,96.8834125269978,98.8734692852479
Egypt,EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3215.30698183648,2165.51059940202,2216.39286470879
"Egypt,EGY,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.37029402032755,3.44468636835502,3.79545671908511"
"El Salvador,SLV,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5990000000,6273000000,6605000000"
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,29.499,28.725,27.977
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.501,71.275,72.023
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,306.763658301158,308.307046332046,309.881467181467
El Salvador,SLV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3128.90401130187,3189.85010533506,3306.18525675686
"El Salvador,SLV,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.208154767125,4.11073220726204,3.86789820108477"
"Equatorial Guinea,GNQ,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5882344007.54903,6937712076.68834,7635572462.87446"
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,28.862,28.354,27.857
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.138,71.646,72.143
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,43.321889483066,44.9911229946524,46.6657397504456
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4847.94931515951,4071.81511035207,3879.07155188461
"Equatorial Guinea,GNQ,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Eritrea,ERI,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,..,..,.."
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,..,..,..
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..,..,..
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Eritrea,ERI,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Estonia,EST,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5762319448.59343,6432331967.96132,7420209784.23872"
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,31.437,31.283,31.12
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.563,68.717,68.88
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,30.2689210950081,30.3055900621118,30.4112491373361
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,14833.5902196456,16640.7215094272,18992.8036020901
"Estonia,EST,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.36845164694396,7.23948832088987,7.59774586816587"
"Ethiopia,ETH,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,16295156520.2147,19280625956.4463,22991134969.0902"
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,80.134,79.69,79.237
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.866,20.31,20.763
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,103.603501,106.400024,109.224559
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,520.872115032089,547.281144643012,561.048616780025
"Ethiopia,ETH,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,2.30536939482055,1.88240185588797,3.0744322898584"
"Euro area,EMU,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,2667369386493.26,2810702516263.32,3043960976236.8"
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,23.447058857338,23.2300811341133,23.0078114708598
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.552941142662,76.7699188658867,76.9921885291402
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,127.095415706133,127.35128601435,127.610275859118
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,29074.759105084,30643.500495279,33069.8102765167
"Euro area,EMU,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.4639427744568,5.44901677277971,5.43234846017248"
"Europe & Central Asia,ECS,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,4709187708220.96,5032418588957.67,5424537539290.5"
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,28.1712841356887,27.9833295169689,27.7893442297629
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.8287158643113,72.0166704830311,72.2106557702371
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,33.1974108658215,33.3317178171438,33.4669979109485
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,18431.7408476887,19423.9043405574,20585.430483814
"Europe & Central Asia,ECS,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.97796539004156,5.9443917705779,5.89946307745333"
"Europe & Central Asia (excluding high income),ECA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,862187088886.704,997578323076.799,1057262313388.89"
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,33.3598175025397,33.1844250851935,33.0034904970979
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.6401824974603,66.8155749148065,66.9965095029021
Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,18.23925267387,18.3411584808583,18.4396799446338
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5785.70634878215,6411.7783384578,6323.06025162483
"Europe & Central Asia (excluding high income),ECA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.97906724507384,7.21251415989096,7.37168526930966"
"Europe & Central Asia (IDA & IBRD countries),TEC,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,1012717389821.67,1161120334816.14,1237150081916.68"
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,33.9958914419184,33.8362274633325,33.6697069431573
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.0041085580816,66.1637725366675,66.3302930568427
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,19.7854843179178,19.8838231640328,19.97992232786
Europe & Central Asia (IDA & IBRD countries),TEC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6215.14144758758,6889.88794413609,6925.25833200916
"Europe & Central Asia (IDA & IBRD countries),TEC,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.23300812214555,6.40923538761204,6.46171582490936"
"European Union,EUU,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,3163138110169.54,3344916826427.08,3628569840155.24"
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,25.8949729148146,25.6931304935172,25.484300925756
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.1050270851854,74.3068695064828,74.515699074244
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,105.099619365314,105.252298012411,105.406603575888
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,25763.0776210179,27274.6948165407,29469.610072333
"European Union,EUU,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.35139628283483,5.3549550878755,5.31951114777651"
"Faroe Islands,FRO,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,400938841.60019,..,.."
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,58.223,58.086,57.936
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.777,41.914,42.064
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,34.5078781474256,34.6210586582365,34.7399698278226
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Faroe Islands,FRO,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Fiji,FJI,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,798825528.074397,840165917.812807,861432249.085096"
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,44.765,44.258,43.752
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.235,55.742,56.248
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,47.7503557744937,48.0273125342091,48.3570333880679
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4800.7024162349,5092.42726351899,5137.37930626529
"Fiji,FJI,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.76747303595571,5.05695688918988,5.16959537488013"
"Finland,FIN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,56536519898.1588,61876447569.799,67796180342.9405"
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,14.725,14.675,14.618
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.275,85.325,85.382
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.0820078312658,18.1244908031983,18.1485472672831
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,35793.4242796335,37649.4605402372,41120.0062713843
"Finland,FIN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.02669028797979,6.87515098109204,6.68518973913556"
"Fragile and conflict affected situations,FCS,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,..,..,.."
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,55.8978875960242,55.4830028135021,55.0633790380055
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.1021124039759,44.5169971864979,44.9366209619945
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,55.0792224139635,56.2891223429135,57.5702483797378
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Fragile and conflict affected situations,FCS,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,9.64635073241549,11.2630306710152,12.6322948793312"
"France,FRA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,430847196041.023,444995658779.85,469346549423.382"
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,20.083,19.82,19.556
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.917,80.18,80.444
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,121.852623474768,122.115405252835,122.319882597837
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,31183.7530059629,32633.8939565496,34836.5636359334
